trip_id,driver_id,trip_date,pickup_city,dropoff_city,distance_km,duration_min,fare_eur,status,comment
5314,1082,2024-01-26,Marseille,LYON ,11.0,25.0,17.86,cancelled,retard depart
5315,1107,2024-01-23,Paris, NICE,5.2,13.0,10.79,completed,client VIP - a suivre
5316,1176,2024-03-01,Lyon,  paris,11.1,27.0,19.97,completed,Trajet nuit - majoration
5317,1006,2024-03-07,Paris,LYON ,1.3,4.0,4.0,completed,annulation last minute
5318,1188,2024-03-07,Nice,Paris,5.1,14.0,9.12,completed,Probleme GPS  
5319,1199,2024-03-26,Paris,  paris,2.6,6.0,5.77,completed,Trajet nuit - majoration
5320,1212,2024-03-10,Lyon, NICE,17.2,39.0,22.54,completed,Trajet nuit - majoration
5321,1172,2024-01-30,Lyon, NICE,5.7,15.0,10.75,completed,Probleme GPS  
5322,1155,2024-01-10,Paris,Paris,13.3,35.0,18.95,completed,annulation last minute
5323,1168,2024-02-25,Paris,Nice,2.2,5.0,5.3,completed,RAS
5324,1063,2024-03-24,Nice,  paris,21.3,48.0,26.89,completed,Trajet nuit - majoration
5325,1183,2024-03-29,Marseille,Paris,9.9,27.0,15.85,cancelled,RAS
5326,1025,2024-01-21,Paris,Paris,27.3,74.0,34.69,completed,RAS
5327,1006,2024-01-22,Lyon, NICE,9.2,18.0,14.61,cancelled,retard depart
5328,1070,2024-01-04,Paris,Paris,3.1,7.0,6.13,completed,annulation last minute
5329,1067,2024-01-13,Marseille,LYON ,4.6,14.0,9.75,completed,RAS
5330,1209,2024-02-20,Lyon,  paris,8.0,15.0,11.88,completed,annulation last minute
5331,1208,2024-02-19,Marseille, NICE,4.8,14.0,9.03,completed,Client tres satisfait !!
5332,1111,2024-02-03,Paris,LYON ,16.3,33.0,22.04,cancelled,client VIP - a suivre
5333,1102,2024-01-29,Paris,Marseille  ,9.7,24.0,13.54,cancelled,Probleme GPS  
5334,1205,2024-03-16,Nice,  paris,4.8,11.0,8.27,cancelled,Probleme GPS  
5335,1187,2024-02-11,Nice,lyon,14.8,27.0,19.19,completed,retard depart
5336,1093,2024-03-14,Marseille,Marseille  ,7.3,22.0,11.04,completed,Client tres satisfait !!
5337,1030,2024-03-28,Marseille,marseille,14.5,35.0,22.03,completed,RAS
5338,1096,2024-01-29,Marseille,  paris,6.6,21.0,11.91,cancelled,Probleme GPS  
5339,1029,2024-01-19,Nice,Marseille  ,12.8,28.0,17.14,cancelled,annulation last minute
5340,1011,2024-03-27,Lyon,LYON ,7.2,22.0,12.01,completed,Probleme GPS  
5341,1009,2024-02-27,Lyon,Paris,16.3,50.0,25.17,completed,retard depart
5342,1163,2024-01-27,Paris,Marseille  ,2.3,6.0,5.3,completed,RAS
5343,1133,2024-02-26,Lyon,lyon,3.8,8.0,7.39,completed,client VIP - a suivre
5344,1204,2024-02-16,Lyon,  paris,8.5,23.0,12.16,completed,Probleme GPS  
5345,1010,2024-03-23,Paris, NICE,5.9,15.0,9.64,completed,Trajet nuit - majoration
5346,1217,2024-01-24,Paris,LYON ,7.0,22.0,11.83,completed,Probleme GPS  
5347,1184,2024-03-31,Nice,lyon,13.7,33.0,24.35,cancelled,client VIP - a suivre
5348,1122,2024-03-26,Lyon,Paris,6.9,15.0,13.53,completed,Client tres satisfait !!
5349,1025,2024-01-17,Marseille,Nice,11.3,23.0,20.46,completed,retard depart
5350,1021,2024-01-15,Lyon,marseille,5.0,14.0,9.06,completed,annulation last minute
5351,1207,2024-02-18,Marseille,  paris,1.9,6.0,4.67,completed,RAS
5352,1179,2024-01-05,Nice,Marseille  ,14.4,26.0,,completed,Probleme GPS  
5353,1101,2024-01-28,Paris,LYON ,24.0,68.0,31.75,completed,client VIP - a suivre
5354,1036,2024-02-09,Paris,Nice,10.6,33.0,14.23,cancelled,Client tres satisfait !!
5355,1188,2024-03-29,Nice,Paris,8.8,17.0,12.6,completed,client VIP - a suivre
5356,1213,2024-03-31,Nice,lyon,10.0,20.0,15.77,completed,RAS
5357,1163,2024-01-14,Lyon,Paris,19.6,54.0,27.39,completed,retard depart
5358,1120,2024-03-22,Nice,Paris,10.7,29.0,15.23,cancelled,Probleme GPS  
5359,1014,2024-01-09,Marseille,Paris,14.8,28.0,24.08,cancelled,Probleme GPS  
5360,1095,2024-03-09,Lyon, NICE,14.4,43.0,20.91,completed,retard depart
5361,1012,2024-03-17,Paris,marseille,17.1,43.0,28.59,completed,client VIP - a suivre
5362,1149,2024-03-22,Lyon, NICE,8.7,27.0,13.12,completed,
5363,1156,2024-01-21,Marseille, NICE,6.5,20.0,11.4,completed,RAS
5364,1131,2024-03-22,Marseille,Marseille  ,12.9,38.0,17.88,completed,Trajet nuit - majoration
5365,1025,2024-01-11,Marseille,Marseille  ,16.4,41.0,24.6,completed,client VIP - a suivre
5366,1112,2024-02-17,Marseille, NICE,18.2,39.0,23.91,cancelled,annulation last minute
5367,1167,2024-02-12,Paris,LYON ,21.0,53.0,27.3,completed,Client tres satisfait !!
5368,1178,2024-01-29,Lyon, NICE,15.5,30.0,24.29,cancelled,annulation last minute
5369,1126,2024-01-03,Paris,lyon,6.3,17.0,10.26,cancelled,RAS
5370,1061,2024-03-11,Paris,Nice,10.6,21.0,15.07,completed,
5371,1047,2024-01-31,Marseille,lyon,10.1,25.0,18.31,completed,annulation last minute
5372,1067,2024-03-01,Marseille,Nice,9.4,18.0,13.04,completed,RAS
5373,1005,2024-02-07,Paris,Paris,12.9,29.0,20.34,completed,RAS
5374,1204,2024-02-04,Nice, NICE,8.2,17.0,13.77,completed,Client tres satisfait !!
5375,1096,2024-03-21,Nice,LYON ,8.2,22.0,12.55,completed,client VIP - a suivre
5376,1001,2024-01-09,Paris,Nice,24.9,72.0,35.53,cancelled,annulation last minute
5377,1207,2024-03-08,Marseille, NICE,8.9,17.0,12.68,completed,Probleme GPS  
5378,1155,2024-03-08,Marseille,marseille,17.0,51.0,27.33,completed,retard depart
5379,1058,2024-02-04,Nice,Marseille  ,17.6,53.0,23.81,cancelled,RAS
5380,1105,2024-01-24,Nice,  paris,10.8,25.0,,completed,Probleme GPS  
5381,1112,2024-01-01,Lyon,lyon,8.4,23.0,13.06,completed,Trajet nuit - majoration
5382,1048,2024-03-26,Marseille, NICE,5.2,12.0,10.57,completed,Client tres satisfait !!
5383,1148,2024-03-27,Lyon,Marseille  ,2.8,6.0,6.7,completed,RAS
5384,1205,2024-01-22,Marseille,LYON ,13.4,34.0,23.58,completed,
5385,1112,2024-01-03,Paris,Marseille  ,11.9,23.0,19.47,cancelled,retard depart
5386,1051,2024-01-12,Paris,marseille,14.6,44.0,23.4,completed,Trajet nuit - majoration
5387,1101,2024-01-07,Marseille,Nice,6.8,21.0,11.61,completed,Trajet nuit - majoration
5388,1178,2024-03-16,Lyon,Nice,26.3,78.0,43.33,completed,Probleme GPS  
5389,1183,2024-03-22,Lyon,lyon,12.5,32.0,19.44,completed,
5390,1169,2024-01-14,Marseille,lyon,8.7,22.0,13.61,completed,annulation last minute
5391,1078,2024-03-08,Paris,marseille,1.8,6.0,5.06,completed,
5392,1148,2024-01-17,Nice,  paris,7.3,16.0,12.52,cancelled,retard depart
5393,1215,2024-02-03,Lyon,Marseille  ,,29.0,19.93,completed,Client tres satisfait !!
5394,1036,2024-02-24,Paris,LYON ,20.7,54.0,29.33,cancelled,RAS
5395,1094,2024-03-06,Marseille,  paris,9.6,22.0,14.56,cancelled,retard depart
5396,1032,2024-03-20,Paris,Paris,22.6,51.0,36.93,cancelled,RAS
5397,1150,2024-01-05,Paris,marseille,4.9,9.0,8.82,cancelled,
5398,9036,2024-01-18,Nice,Paris,12.1,32.0,20.78,cancelled,client VIP - a suivre
5399,1162,2024-01-26,Marseille,Marseille  ,12.3,27.0,18.75,completed,retard depart
5400,1088,2024-01-29,Paris,  paris,13.5,28.0,22.44,cancelled,Client tres satisfait !!
5401,1045,2024-03-31,Nice,Nice,10.4,19.0,14.64,cancelled,retard depart
5402,1020,2024-03-11,Nice,Paris,11.7,27.0,20.78,completed,Probleme GPS  
5403,1040,2024-01-30,Marseille, NICE,4.8,15.0,8.93,completed,annulation last minute
5404,1153,2024-03-29,Paris,Paris,19.6,45.0,26.61,completed,RAS
5405,1010,2024-02-15,Marseille,marseille,16.0,44.0,22.03,completed,RAS
5406,1126,2024-02-15,Nice,Paris,11.4,33.0,16.55,completed,client VIP - a suivre
5407,1080,2024-02-09,Marseille,Marseille  ,16.2,37.0,,completed,Client tres satisfait !!
5408,1065,2024-01-14,Lyon,marseille,19.9,59.0,31.53,completed,retard depart
5409,1118,2024-03-26,Marseille,Marseille  ,13.4,37.0,23.6,cancelled,Client tres satisfait !!
5410,1135,2024-01-02,Nice, NICE,27.9,72.0,42.52,completed,client VIP - a suivre
5411,1181,2024-01-16,Paris,Nice,14.0,25.0,21.73,cancelled,Probleme GPS  
5412,1008,2024-01-21,Marseille,LYON ,5.4,10.0,9.65,cancelled,client VIP - a suivre
5413,1183,2024-01-26,Marseille, NICE,11.1,35.0,19.31,cancelled,client VIP - a suivre
5414,1178,2024-01-12,Lyon,LYON ,16.6,48.0,27.81,cancelled,Probleme GPS  
5415,1135,2024-01-02,Nice,Nice,19.9,62.0,27.31,completed,annulation last minute
5416,1156,2024-03-02,Lyon,LYON ,10.6,32.0,19.21,completed,Trajet nuit - majoration
5417,1220,2024-03-29,Nice,Paris,5.1,9.0,9.12,completed,Client tres satisfait !!
5418,1117,2024-01-12,Marseille,Nice,8.3,24.0,14.95,completed,Trajet nuit - majoration
5419,1189,2024-01-27,Marseille,lyon,3.6,9.0,8.2,completed,retard depart
5420,1114,2024-02-16,Paris,Marseille  ,14.9,43.0,24.13,completed,retard depart
5421,1159,2024-03-25,Marseille, NICE,7.3,13.0,11.12,completed,client VIP - a suivre
5422,1158,2024-03-04,Lyon,Marseille  ,6.0,13.0,10.86,completed,Client tres satisfait !!
5423,1172,2024-03-10,Nice,  paris,15.7,45.0,20.7,completed,RAS
5424,1024,2024-02-22,Marseille,marseille,22.4,65.0,35.98,completed,retard depart
5425,1139,2024-02-07,Lyon,LYON ,5.9,16.0,9.82,completed,Probleme GPS  
5426,1159,2024-01-19,Lyon,Marseille  ,10.6,24.0,17.84,cancelled,annulation last minute
5427,1173,2024-03-19,Lyon,lyon,8.5,19.0,15.72,completed,Trajet nuit - majoration
5428,1021,2024-03-14,Marseille,Nice,20.5,65.0,26.91,completed,retard depart
5429,1105,2024-01-03,Lyon,Paris,9.1,22.0,14.3,cancelled,client VIP - a suivre
5430,1103,2024-03-06,Lyon,Paris,4.8,12.0,9.33,completed,Probleme GPS  
5431,1165,2024-01-08,Lyon,marseille,9.4,24.0,14.81,completed,Probleme GPS  
5432,1151,2024-03-08,Paris,marseille,18.1,43.0,23.99,completed,
5433,1091,2024-03-16,Lyon,  paris,8.2,21.0,11.64,completed,Trajet nuit - majoration
5434,1178,2024-01-12,Paris,marseille,6.4,15.0,10.84,cancelled,Probleme GPS  
5435,1062,2024-02-09,Paris,Nice,8.8,26.0,15.04,completed,Client tres satisfait !!
5436,1079,2024-01-12,Nice, NICE,4.9,15.0,9.3,completed,Trajet nuit - majoration
5437,1130,2024-02-21,Paris, NICE,8.5,26.0,12.51,completed,Trajet nuit - majoration
5438,1219,2024-03-25,Nice, NICE,6.7,17.0,11.38,completed,RAS
5439,1098,2024-01-08,Marseille,  paris,30.8,75.0,42.07,cancelled,client VIP - a suivre
5440,1108,2024-02-06,Nice, NICE,2.1,6.0,5.1,completed,annulation last minute
5441,1190,2024-03-29,Lyon,marseille,5.4,16.0,10.41,cancelled,client VIP - a suivre
5442,1214,2024-01-28,Paris,marseille,6.4,17.0,10.53,cancelled,Probleme GPS  
5443,1152,2024-01-13,Marseille,Marseille  ,4.9,14.0,9.21,cancelled,Trajet nuit - majoration
5444,1145,2024-02-14,Marseille, NICE,12.1,34.0,21.4,completed,annulation last minute
5445,9048,2024-02-16,Nice,  paris,5.9,16.0,10.58,completed,client VIP - a suivre
5446,1012,2024-03-01,Paris,Nice,3.3,9.0,7.15,completed,retard depart
5447,1022,2024-01-29,Paris,lyon,10.0,21.0,13.87,completed,Probleme GPS  
5448,1167,2024-03-27,Lyon,Paris,7.9,20.0,11.89,completed,
5449,1076,2024-02-17,Paris,Nice,6.1,16.0,9.52,completed,RAS
5450,1217,2024-01-27,Marseille,Paris,20.2,36.0,32.44,completed,client VIP - a suivre
5451,1011,2024-03-28,Paris, NICE,12.4,37.0,21.32,completed,
5452,1074,2024-03-25,Lyon,LYON ,11.6,31.0,16.34,cancelled,Client tres satisfait !!
5453,1065,2024-02-15,Marseille,lyon,12.6,25.0,17.74,completed,client VIP - a suivre
5454,1072,2024-01-03,Marseille,lyon,12.2,36.0,17.89,completed,
5455,1138,2024-02-24,Paris,Marseille  ,8.1,23.0,13.8,completed,retard depart
5456,1154,2024-02-20,Lyon,Nice,5.9,17.0,10.82,completed,client VIP - a suivre
5457,1168,2024-01-14,Nice,LYON ,10.2,24.0,17.22,completed,
5458,1132,2024-02-27,Nice,Paris,8.0,24.0,14.92,completed,Client tres satisfait !!
5459,1171,2024-03-17,Marseille,Paris,2.1,5.0,5.12,completed,
5460,1031,2024-01-10,Marseille,marseille,4.6,12.0,9.08,completed,RAS
5461,1132,2024-03-06,Marseille, NICE,7.4,13.0,12.71,cancelled,Probleme GPS  
5462,1009,2024-01-13,Paris, NICE,15.9,43.0,22.42,completed,
5463,1063,2024-03-09,Paris,LYON ,10.2,29.0,18.35,completed,Client tres satisfait !!
5464,1190,2024-02-08,Nice, NICE,5.2,13.0,8.47,completed,Client tres satisfait !!
5465,1200,2024-01-01,Paris,LYON ,4.3,11.0,8.76,completed,Probleme GPS  
5466,1033,2024-03-28,Lyon,marseille,17.9,53.0,28.7,completed,Trajet nuit - majoration
5467,1046,2024-01-16,Paris,  paris,8.4,23.0,15.58,cancelled,Client tres satisfait !!
5468,1212,2024-02-24,Marseille,Nice,0.7,2.0,3.45,completed,annulation last minute
5469,9061,2024-01-17,Paris,Marseille  ,8.7,27.0,13.47,completed,Client tres satisfait !!
5470,1164,2024-03-25,Paris,marseille,14.0,39.0,23.69,cancelled,Probleme GPS  
5471,1125,2024-03-08,Paris,lyon,4.2,13.0,8.74,completed,Probleme GPS  
5472,1015,2024-03-14,Paris,  paris,9.7,31.0,15.6,completed,Probleme GPS  
5473,1073,2024-02-09,Nice,lyon,10.3,32.0,17.78,completed,Client tres satisfait !!
5474,1150,2024-02-12,Lyon,Nice,4.4,13.0,7.93,completed,annulation last minute
5475,1191,2024-02-27,Marseille,lyon,18.8,50.0,28.72,completed,RAS
5476,1195,2024-03-12,Lyon,Marseille  ,10.4,21.0,18.44,cancelled,annulation last minute
5477,1049,2024-03-18,Nice,Paris,7.4,19.0,11.82,completed,
5478,1195,2024-01-02,Nice,  paris,8.4,24.0,13.77,cancelled,client VIP - a suivre
5479,1152,2024-03-01,Nice,marseille,3.8,10.0,8.49,cancelled,RAS
5480,1202,2024-01-10,Marseille,  paris,3.7,11.0,8.05,completed,
5481,1126,2024-01-27,Paris,marseille,6.9,13.0,13.15,completed,Trajet nuit - majoration
5482,1081,2024-03-16,Nice,  paris,7.2,17.0,11.81,completed,Trajet nuit - majoration
5483,1072,2024-01-23,Marseille,lyon,8.1,20.0,15.45,completed,Trajet nuit - majoration
5484,1040,2024-03-13,Marseille,Nice,19.8,48.0,25.79,completed,retard depart
5485,1003,2024-02-12,Nice,LYON ,13.5,26.0,20.85,completed,client VIP - a suivre
5486,1156,2024-01-22,Nice,  paris,2.4,5.0,5.72,cancelled,Probleme GPS  
5487,1143,2024-01-31,Marseille,Marseille  ,17.7,53.0,29.04,completed,Trajet nuit - majoration
5488,1081,2024-02-18,Nice, NICE,6.9,17.0,13.22,completed,Trajet nuit - majoration
5489,1051,2024-03-10,Marseille, NICE,14.3,27.0,23.46,cancelled,annulation last minute
5490,1063,2024-02-25,Paris,  paris,7.3,13.0,12.82,cancelled,retard depart
5491,1065,2024-03-25,Lyon,Nice,10.0,25.0,15.64,completed,RAS
5492,1168,2024-03-19,Paris,Marseille  ,4.0,8.0,7.92,completed,
5493,1024,2024-03-09,Paris,Paris,11.4,32.0,17.94,completed,
5494,1016,2024-02-24,Lyon,LYON ,15.3,45.0,19.49,completed,RAS
5495,1087,2024-01-27,Paris,LYON ,2.8,6.0,6.28,cancelled,retard depart
5496,1173,2024-02-07,Lyon,Nice,15.4,40.0,26.03,completed,retard depart
5497,1202,2024-01-11,Lyon,Marseille  ,5.9,12.0,11.08,completed,
5498,1073,2024-02-04,Nice,LYON ,23.4,52.0,37.55,completed,Probleme GPS  
5499,1189,2024-03-25,Marseille,Marseille  ,14.5,44.0,21.28,completed,Probleme GPS  
5500,1052,2024-02-08,Marseille,lyon,13.0,33.0,20.24,completed,annulation last minute
5501,9025,2024-01-11,Lyon,Marseille  ,8.4,26.0,11.88,completed,Client tres satisfait !!
5502,1109,2024-02-29,Lyon, NICE,33.9,72.0,46.28,completed,annulation last minute
5503,1126,2024-03-28,Marseille,Nice,6.9,16.0,11.73,completed,RAS
5504,1012,2024-03-19,Paris, NICE,4.7,12.0,8.27,completed,Trajet nuit - majoration
5505,1179,2024-01-25,Nice,LYON ,6.0,15.0,9.19,completed,Trajet nuit - majoration
5506,1116,2024-02-11,Lyon,Nice,16.8,54.0,26.78,completed,client VIP - a suivre
5507,1198,2024-02-18,Paris,LYON ,9.9,19.0,15.54,cancelled,RAS
5508,1141,2024-01-23,Nice,LYON ,9.0,27.0,14.27,completed,retard depart
5509,1093,2024-01-25,Lyon,  paris,7.0,21.0,11.07,cancelled,retard depart
5510,1189,2024-01-22,Paris,LYON ,8.7,22.0,14.41,completed,Trajet nuit - majoration
5511,1120,2024-03-31,Nice,  paris,6.7,15.0,11.34,cancelled,retard depart
5512,1026,2024-03-08,Paris,marseille,13.8,35.0,20.95,completed,Probleme GPS  
5513,1157,2024-03-17,Nice,  paris,7.9,17.0,13.48,cancelled,Probleme GPS  
5514,1201,2024-03-15,Paris,  paris,6.1,18.0,9.23,completed,
5515,1157,2024-03-28,Lyon,Marseille  ,16.0,40.0,27.36,completed,annulation last minute
5516,1165,2024-01-10,Marseille,  paris,4.8,15.0,7.95,completed,client VIP - a suivre
5517,1154,2024-03-21,Paris,  paris,10.0,27.0,15.75,completed,annulation last minute
5518,1112,2024-01-07,Marseille,  paris,2.1,5.0,5.03,cancelled,client VIP - a suivre
5519,1018,2024-02-13,Nice,LYON ,3.5,10.0,7.27,completed,Probleme GPS  
5520,1117,2024-02-24,Marseille,Paris,7.4,19.0,11.68,completed,retard depart
5521,1219,2024-02-02,Paris, NICE,6.6,20.0,12.6,cancelled,retard depart
5522,1203,2024-01-14,Nice,lyon,6.6,14.0,11.07,completed,Probleme GPS  
5523,1181,2024-01-18,Marseille,Paris,14.5,46.0,23.08,completed,Client tres satisfait !!
5524,1198,2024-03-16,Marseille,  paris,15.0,44.0,20.87,completed,RAS
5525,1156,2024-01-30,Paris, NICE,11.1,33.0,14.82,cancelled,Probleme GPS  
5526,1024,2024-01-29,Marseille,  paris,4.6,11.0,8.49,completed,Probleme GPS  
5527,1080,2024-03-25,Paris,lyon,8.7,26.0,14.4,completed,annulation last minute
5528,1212,2024-01-14,Nice,marseille,25.2,56.0,36.01,cancelled,Trajet nuit - majoration
5529,1040,2024-03-24,Lyon,Marseille  ,32.1,92.0,53.25,cancelled,
5530,1205,2024-03-24,Nice,Nice,16.1,32.0,25.9,completed,Client tres satisfait !!
5531,1149,2024-02-24,Nice,lyon,4.7,10.0,10.01,cancelled,Probleme GPS  
5532,1076,2024-01-16,Paris,marseille,8.7,21.0,13.35,completed,
5533,1197,2024-01-15,Nice,Paris,10.7,24.0,18.49,completed,client VIP - a suivre
5534,1069,2024-01-26,Marseille,Marseille  ,9.8,23.0,16.0,cancelled,Probleme GPS  
5535,1101,2024-02-22,Lyon,lyon,17.1,50.0,26.54,completed,Probleme GPS  
5536,1159,2024-01-14,Lyon,marseille,14.2,31.0,25.12,completed,Probleme GPS  
5537,1018,2024-02-11,Marseille,marseille,4.5,13.0,8.92,cancelled,client VIP - a suivre
5538,1074,2024-01-11,Paris,lyon,6.2,12.0,12.11,completed,retard depart
5539,1079,2024-02-19,Lyon,Nice,16.1,46.0,26.05,completed,client VIP - a suivre
5540,1208,2024-01-02,Nice,LYON ,20.1,58.0,25.89,completed,retard depart
5541,1068,2024-03-05,Lyon,marseille,10.8,26.0,18.16,completed,
5542,1060,2024-01-06,Marseille,  paris,21.5,60.0,31.36,completed,annulation last minute
5543,1161,2024-01-18,Lyon,LYON ,10.1,31.0,18.25,completed,client VIP - a suivre
5544,1024,2024-01-16,Marseille,marseille,5.1,15.0,10.17,completed,Probleme GPS  
5545,1087,2024-03-16,Paris, NICE,13.4,31.0,17.94,completed,Trajet nuit - majoration
5546,1013,2024-01-05,Nice, NICE,40.0,99.0,49.18,completed,
5547,1094,2024-02-09,Nice,Nice,3.8,11.0,6.81,completed,Probleme GPS  
5548,1132,2024-02-23,Paris,marseille,21.1,47.0,30.91,completed,Client tres satisfait !!
5549,1009,2024-02-16,Paris,LYON ,13.0,38.0,17.33,cancelled,Client tres satisfait !!
5550,1080,2024-03-02,Nice, NICE,6.0,14.0,11.27,completed,retard depart
5551,1145,2024-03-14,Nice,LYON ,2.2,6.0,5.53,cancelled,retard depart
5552,1011,2024-02-05,Nice, NICE,1.5,3.0,4.78,completed,
5553,1036,2024-03-16,Paris, NICE,6.6,12.0,10.68,cancelled,client VIP - a suivre
5554,1035,2024-01-29,Nice,lyon,11.8,38.0,18.54,completed,Trajet nuit - majoration
5555,1179,2024-03-30,Marseille,Nice,15.4,46.0,20.34,completed,client VIP - a suivre
5556,1112,2024-02-15,Paris,Marseille  ,17.5,53.0,29.49,completed,Trajet nuit - majoration
5557,1217,2024-03-07,Lyon,lyon,11.2,35.0,15.8,completed,client VIP - a suivre
5558,9028,2024-03-20,Lyon,lyon,10.2,25.0,14.24,completed,RAS
5559,1220,2024-03-13,Marseille, NICE,7.6,17.0,11.64,completed,
5560,1060,2024-03-18,Lyon,Marseille  ,12.0,24.0,20.54,completed,Probleme GPS  
5561,1140,2024-02-18,Lyon,  paris,6.0,15.0,9.42,cancelled,RAS
5562,1050,2024-01-04,Nice,Marseille  ,4.0,8.0,8.13,completed,Probleme GPS  
5563,1097,2024-02-14,Paris, NICE,9.8,30.0,16.94,completed,
5564,1094,2024-01-17,Marseille,LYON ,14.8,27.0,24.34,completed,Probleme GPS  
5565,1086,2024-03-21,Marseille,Nice,3.4,7.0,6.56,completed,
5566,1129,2024-01-22,Nice, NICE,6.6,14.0,9.96,cancelled,Trajet nuit - majoration
5567,1023,2024-01-21,Nice,LYON ,9.6,20.0,15.21,completed,Probleme GPS  
5568,1099,2024-01-23,Nice,marseille,9.4,20.0,13.79,completed,RAS
5569,1154,2024-02-28,Marseille,lyon,12.8,35.0,21.06,completed,Probleme GPS  
5570,1133,2024-02-21,Marseille,lyon,24.8,56.0,34.2,completed,annulation last minute
5571,1119,2024-03-27,Lyon,Marseille  ,1.5,4.0,4.49,completed,retard depart
5572,1119,2024-02-07,Lyon,  paris,25.4,77.0,31.88,completed,Trajet nuit - majoration
5573,1016,2024-01-26,Nice,Nice,24.2,64.0,35.99,completed,Probleme GPS  
5574,1116,2024-01-05,Paris,Marseille  ,15.6,43.0,21.11,completed,annulation last minute
5575,1055,2024-01-01,Marseille,Paris,10.7,25.0,17.9,completed,annulation last minute
5576,1060,2024-02-03,Marseille,LYON ,6.1,12.0,9.43,completed,annulation last minute
5577,1178,2024-03-25,Nice,Nice,15.5,35.0,27.11,completed,Trajet nuit - majoration
5578,1157,2024-02-17,Lyon,Nice,11.0,35.0,18.36,completed,retard depart
5579,1124,2024-03-22,Lyon,Paris,7.7,21.0,11.67,completed,client VIP - a suivre
5580,1180,2024-01-10,Lyon,Nice,15.2,33.0,19.33,completed,Client tres satisfait !!
5581,1066,2024-01-09,Nice,Paris,16.8,41.0,23.79,cancelled,RAS
5582,1161,2024-03-16,Marseille,marseille,20.0,59.0,26.03,completed,Client tres satisfait !!
5583,1009,2024-01-10,Nice,Paris,5.7,16.0,9.39,completed,
5584,1168,2024-01-05,Marseille,LYON ,18.6,48.0,31.08,completed,client VIP - a suivre
5585,1067,2024-02-06,Marseille,Paris,7.8,24.0,13.43,cancelled,
5586,1179,2024-03-25,Nice,Marseille  ,10.7,29.0,15.21,completed,retard depart
5587,1063,2024-03-03,Lyon,LYON ,12.0,32.0,19.04,completed,RAS
5588,1142,2024-01-10,Nice,Nice,17.7,37.0,24.23,completed,
5589,1105,2024-03-17,Lyon,lyon,14.3,28.0,25.21,completed,annulation last minute
5590,1055,2024-03-17,Nice,Paris,7.6,24.0,10.98,completed,Trajet nuit - majoration
5591,1152,2024-03-13,Marseille,lyon,1.7,4.0,,completed,Client tres satisfait !!
5592,1021,2024-03-23,Lyon,Paris,12.7,30.0,21.38,cancelled,Probleme GPS  
5593,1042,2024-01-22,Nice,lyon,10.4,27.0,14.29,completed,Client tres satisfait !!
5594,1048,2024-03-30,Paris,Paris,3.8,7.0,7.01,completed,annulation last minute
5595,1150,2024-01-30,Nice,  paris,11.2,33.0,16.97,completed,Client tres satisfait !!
5596,1120,2024-03-13,Lyon, NICE,9.5,20.0,17.07,completed,annulation last minute
5597,1049,2024-02-22,Lyon,marseille,19.9,58.0,29.73,cancelled,retard depart
5598,1082,2024-03-11,Nice,  paris,26.4,67.0,40.19,completed,Client tres satisfait !!
5599,1143,2024-02-27,Paris,marseille,16.5,36.0,27.11,completed,Trajet nuit - majoration
5600,1144,2024-02-28,Nice,marseille,9.2,17.0,16.43,completed,Probleme GPS  
